LAT,LONG
11.701128,76.052849
11.70112680952381,76.05285376190476
11.70112561904762,76.05285852380952
11.701124428571429,76.05286328571428
11.701123238095239,76.05286804761904
11.701122047619048,76.0528728095238
11.701120857142858,76.05287757142857
11.701119666666667,76.05288233333333
11.701118476190477,76.05288709523809
11.701117285714286,76.05289185714285
11.701116095238095,76.05289661904762
11.701114904761905,76.05290138095238
11.701113714285714,76.05290614285714
11.701112523809524,76.0529109047619
11.701111333333333,76.05291566666666
11.701110142857143,76.05292042857143
11.701108952380952,76.05292519047619
11.701107761904762,76.05292995238095
11.701106571428571,76.05293471428571
11.70110538095238,76.05293947619047
11.70110419047619,76.05294423809524
11.701103,76.052949
11.70110119047619,76.05294947619048
11.70109938095238,76.05294995238096
11.701097571428571,76.05295042857142
11.701095761904762,76.0529509047619
11.701093952380953,76.05295138095238
11.701092142857142,76.05295185714286
11.701090333333333,76.05295233333334
11.701088523809524,76.0529528095238
11.701086714285713,76.05295328571428
11.701084904761904,76.05295376190476
11.701083095238095,76.05295423809524
11.701081285714286,76.05295471428572
11.701079476190476,76.0529551904762
11.701077666666666,76.05295566666666
11.701075857142857,76.05295614285714
11.701074047619047,76.05295661904762
11.701072238095238,76.0529570952381
11.701070428571429,76.05295757142858
11.70106861904762,76.05295804761904
11.701066809523809,76.05295852380952
11.701065,76.052959
11.701065571428572,76.05295857142858
11.701066142857142,76.05295814285715
11.701066714285714,76.05295771428571
11.701067285714286,76.05295728571429
11.701067857142856,76.05295685714286
11.701068428571428,76.05295642857143
11.701069,76.052956
11.70106957142857,76.05295557142857
11.701070142857143,76.05295514285714
11.701070714285715,76.05295471428572
11.701071285714285,76.05295428571428
11.701071857142857,76.05295385714285
11.701072428571429,76.05295342857143
11.701073,76.052953
11.701073571428571,76.05295257142856
11.701074142857143,76.05295214285714
11.701074714285713,76.05295171428571
11.701075285714285,76.05295128571429
11.701075857142857,76.05295085714285
11.701076428571428,76.05295042857142
11.701077,76.05295
11.701077142857143,76.05295038095238
11.701077285714286,76.05295076190475
11.701077428571429,76.05295114285714
11.701077571428572,76.05295152380953
11.701077714285715,76.0529519047619
11.701077857142856,76.05295228571428
11.701077999999999,76.05295266666667
11.701078142857142,76.05295304761904
11.701078285714285,76.05295342857143
11.701078428571428,76.05295380952381
11.701078571428571,76.05295419047619
11.701078714285714,76.05295457142857
11.701078857142857,76.05295495238096
11.701079,76.05295533333333
11.701079142857143,76.05295571428572
11.701079285714284,76.0529560952381
11.701079428571427,76.05295647619047
11.70107957142857,76.05295685714286
11.701079714285713,76.05295723809525
11.701079857142856,76.05295761904762
11.70108,76.052958
11.70108,76.05295790476191
11.70108,76.05295780952382
11.70108,76.05295771428571
11.70108,76.05295761904762
11.70108,76.05295752380952
11.70108,76.05295742857143
11.70108,76.05295733333334
11.70108,76.05295723809523
11.70108,76.05295714285714
11.70108,76.05295704761905
11.70108,76.05295695238095
11.70108,76.05295685714286
11.70108,76.05295676190477
11.70108,76.05295666666666
11.70108,76.05295657142857
11.70108,76.05295647619047
11.70108,76.05295638095238
11.70108,76.05295628571429
11.70108,76.05295619047618
11.70108,76.05295609523809
11.70108,76.052956
11.701079619047619,76.05295604761905
11.701079238095238,76.05295609523809
11.701078857142857,76.05295614285714
11.701078476190476,76.05295619047618
11.701078095238096,76.05295623809523
11.701077714285713,76.05295628571429
11.701077333333332,76.05295633333333
11.701076952380951,76.05295638095238
11.70107657142857,76.05295642857143
11.70107619047619,76.05295647619047
11.70107580952381,76.05295652380953
11.701075428571428,76.05295657142857
11.701075047619048,76.05295661904762
11.701074666666667,76.05295666666667
11.701074285714286,76.05295671428571
11.701073904761904,76.05295676190477
11.701073523809523,76.05295680952382
11.701073142857142,76.05295685714286
11.701072761904761,76.05295690476191
11.70107238095238,76.05295695238095
11.701072,76.052957
11.701072,76.05295666666667
11.701072,76.05295633333334
11.701072,76.05295600000001
11.701072,76.05295566666668
11.701072,76.05295533333334
11.701072,76.052955
11.701072,76.05295466666666
11.701072,76.05295433333333
11.701072,76.052954
11.701072,76.05295366666667
11.701072,76.05295333333333
11.701072,76.052953
11.701072,76.05295266666667
11.701072,76.05295233333334
11.701072,76.052952
11.701072,76.05295166666666
